CCBASIC,CCUGPROF,HIGHDEG,CCSIZSET,CONTROL,CURROPER,INSTNM,INSTURL
-2,-2,1,-2,3,0,Frederick School of Cosmetology,www.frederickschoolofcosmetology.edu
-2,-2,1,-2,3,1,Omega Studios' School of Applied Recording Arts & Sciences,www.omegastudios.com/
-2,-2,1,-2,3,0,International Cosmetology Academy,www.icatoday.com
-2,-2,1,-2,3,1,French Academy of Cosmetology,www.frenchacademyofcosmetology.com
-2,-2,1,-2,3,1,Healing Arts Center,https://www.thehealingartscenter.com
-2,-2,1,-2,3,1,Paul Mitchell the School-Springfield,springfield.paulmitchell.edu
24,0,4,18,2,1,Urshan Graduate School of Theology,https://ugst.edu
-2,-2,1,-2,3,1,Mississippi Institute of Aesthetics Nails & Cosmetology,msinstitute.com/
3,1,2,4,1,1,College of Western Idaho,cwidaho.cc/
-2,-2,1,-2,3,1,Aveda Institute-Chapel Hill,nurturavedainstitutes.com/chapel-hill/
26,0,4,18,3,1,Daoist Traditions College of Chinese Medical Arts,daoisttraditions.edu
-2,-2,1,-2,3,1,Total Image Beauty Academy,www.tiba.edu
10,4,2,3,3,1,Jersey College,www.jerseycollege.edu
-2,-2,1,-2,3,1,American Institute of Medical Sciences & Education,www.aimseducation.edu
-2,-2,1,-2,3,1,Casal Institute of Nevada,www.avedalasvegas.com
-2,-2,1,-2,2,1,Career School of NY,careerschoolny.com/
-2,-2,1,-2,3,1,John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,www.johnpaolo.edu
24,11,3,6,2,1,Yeshiva of Machzikai Hadas,https://yeshivaofmachzikaihadas.com
-2,-2,1,-2,3,1,Aveda Institute-Columbus,nurturavedainstitutes.com/columbus/
-2,-2,1,-2,3,1,Paul Mitchell the School-Cincinnati,cincinnati.paulmitchell.edu
-2,-2,1,-2,3,1,Hands on Therapy,www.handsontherapyschools.com
-2,-2,2,-2,3,1,MediaTech Institute-Dallas,www.mediatech.edu
-2,-2,1,-2,3,1,PCCenter,www.pccenterdallas.com
-2,-2,1,-2,3,1,Aveda Institute-San Antonio,https://avedainstitutessouth.edu
-2,-2,1,-2,3,1,Skin Science Institute,skinscienceinstitute.com
25,0,4,18,2,1,Pacific Northwest University of Health Sciences,https://www.pnwu.edu
26,0,4,18,2,1,The Chicago School of Professional Psychology at Irvine,www.thechicagoschool.edu
-2,-2,1,-2,3,1,Fortis College-Dothan,www.fortiscollege.edu
10,4,2,2,3,1,Fortis Institute-Pensacola,www.fortisedu.info/cig-pensacola.php
-2,-2,1,-2,3,1,Fortis College-Montgomery,www.fortiscollege.edu
8,1,2,2,1,1,Woodland Community College,https://wcc.yccd.edu
-2,-2,1,-2,3,1,Dorsey Business Schools-Roseville Culinary Academy,www.dorsey.edu
10,4,2,1,3,1,Fortis Institute-Birmingham,www.fortis.edu
26,5,4,6,2,1,The Chicago School of Professional Psychology at Los Angeles,www.thechicagoschool.edu/
-2,-2,1,-2,3,1,Cardiac and Vascular Institute of Ultrasound,www.ultrasound.edu
-2,-2,1,-2,3,1,Studio Academy of Beauty,www.tsaob.com
-2,-2,1,-2,3,1,California Nurses Educational Institute,https://www.cnei.edu
-2,-2,1,-2,3,1,Paul Mitchell the School-Sacramento,paulmitchell.edu/sacramento/
21,11,3,8,2,1,Providence Christian College,www.providencecc.edu
-2,-2,1,-2,3,1,Oxford Academy of Hair Design Inc,www.oxfordhairacademy.com
32,0,4,18,2,1,Institute of World Politics,www.iwp.edu/
24,0,4,18,2,1,Pontifical John Paul II Institute for Studies on Marriage and Family,www.johnpaulii.edu
-2,-2,1,-2,3,1,Medical Institute of Palm Beach,www.medicalinstitutepb.edu
-2,-2,1,-2,3,0,Woodruff Medical Training and Testing,www.woodruffmedical.edu
-2,-2,1,-2,3,1,Oliver Finley Academy of Cosmetology,oliverfinley.com
10,4,2,1,3,1,National Career College,www.nccusa.edu
-2,-2,1,-2,3,1,Aveda Institute-Chicago,www.douglasj.edu/
-2,-2,1,-2,3,1,Tricoci University of Beauty Culture-Libertyville,www.tricociuniversity.edu
-2,-2,1,-2,3,1,Tricoci University of Beauty Culture-Bridgeview,www.tricociuniversity.edu
-2,-2,1,-2,3,1,The Temple-A Paul Mitchell Partner School,paulmitchell.edu/frederick
-2,-2,1,-2,3,1,Center for Massage,centerformassage.com
-2,-2,1,-2,3,1,Academy of Hair Design-Oklahoma City,www.academyofhairdesignok.com
-2,-2,2,-2,3,1,Liberty Technical College,www.libertytc.org
-2,-2,1,-2,3,1,Toni & Guy Hairdressing Academy-Cranston,https://rhodeisland.toniguy.edu
-2,-2,1,-2,3,1,South Texas Training Center,www.southtexastraining.com
1,4,2,1,3,1,Columbia College,www.ccdc.edu
32,0,4,18,2,1,Vermont College of Fine Arts,www.vcfa.edu/
-2,-2,1,-2,3,1,Advanced Welding Institute,www.awi.edu
-2,-2,1,-2,3,1,Paul Mitchell the School-Memphis,memphis.paulmitchell.edu
10,4,2,1,3,1,Pima Medical Institute-East Valley,pmi.edu
-2,-2,1,-2,3,1,Paul Mitchell the School-Cleveland,paulmitchell.edu/cleveland/
-2,-2,1,-2,3,1,Paul Mitchell the School-Columbus,paulmitchell.edu/columbus
-2,-2,1,-2,3,1,Empire Beauty School-Lauderhill,www.empire.edu
-2,-2,1,-2,3,1,Empire Beauty School-Spring Lake Park,www.empire.edu
-2,-2,2,-2,3,1,MediaTech Institute-Houston,www.mediatech.edu
10,0,2,1,3,1,Fortis College-Phoenix,fortiscollege.edu
10,3,2,1,3,1,Platt College-Miller-Motte-Raleigh,www.miller-motte.edu
-2,-2,1,-2,3,1,Lamson Institute,https://lamsoninstitute.com/
-2,-2,1,-2,3,1,College of Hair Design-East Campus,collegeofhairdesign.com
10,4,2,1,3,1,Fortis College-Salt Lake City,www.fortiscollege.edu
29,5,4,6,2,1,Polytechnic University of Puerto Rico-Miami,www.pupr.edu
29,5,4,6,2,1,Polytechnic University of Puerto Rico-Orlando,www.pupr.edu/
10,4,1,1,3,1,Ross Medical Education Center-Fort Wayne,www.rosseducation.edu
-2,-2,1,-2,3,1,Ross Medical Education Center-Portage,www.rosseducation.edu
25,0,4,18,2,1,Geisinger Commonwealth School of Medicine,https://www.geisinger.edu/education
-2,-2,1,-2,3,1,Josef's School of Hair Skin & Body-Fargo,jsohd.com
-2,-2,1,-2,1,1,Northeast Technology Center-Claremore,www.netech.edu
9,3,2,2,3,1,Platt College-McCann-Allentown,www.mccann.edu
-2,-2,1,-2,3,1,Salon Success Academy-Fontana,www.gotobeautyschool.com
-2,-2,1,-2,3,1,Salon Success Academy-Redlands,www.gotobeautyschool.com
29,5,4,6,3,1,Strayer University-West Virginia,www.strayer.edu/west-virginia/teays-valley
-2,-2,1,-2,3,1,Vanguard College of Cosmetology-Baton Rouge,paulmitchell.edu/batonrouge
-2,-2,1,-2,3,0,Beauty Schools of America-Homestead,www.bsa.edu
-2,-2,1,-2,3,1,South Texas Vocational Technical Institute-Brownsville,www.stvt.edu
-2,-2,1,-2,3,1,Platt College-STVT-Corpus Christi,www.stvt.edu
26,14,3,8,1,1,University of Minnesota-Rochester,https://r.umn.edu
-2,-2,1,-2,3,1,Health And Style Institute,www.healthandstyle.edu
13,4,2,1,3,1,College of Business and Technology-Cutler Bay,www.cbt.edu/
23,7,3,6,2,0,Herzing University-Toledo,https://www.herzing.edu/
-2,-2,1,-2,3,1,Capri Beauty College,capri.edu
-2,-2,1,-2,3,1,Milan Institute-Bakersfield,www.milaninstitute.edu
26,6,3,6,2,1,Homestead Schools,www.homesteadschools.net
10,3,2,1,3,1,Carrington College-Las Vegas,https://carrington.edu/
10,3,2,1,3,1,Carrington College-Reno,https://carrington.edu/
26,5,3,6,3,1,Chamberlain University-Florida,https://www.chamberlain.edu/
-2,-2,1,-2,2,1,Remington College-Columbia Campus,www.remingtoncollege.edu/columbia-south-carolina-technical-college
-2,-2,1,-2,3,1,Washington Barber College Inc,www.washingtonbarbercollege.edu/
-2,-2,1,-2,3,1,InterCoast Colleges-Rancho Cordova,www.intercoast.edu
24,5,3,6,2,1,Horizon University,www.horizonuniversity.edu
-2,-2,1,-2,3,1,San Diego Culinary Institute,www.sandiegoculinary.edu
-2,-2,1,-2,3,1,Beyond 21st Century Beauty Academy,beyondcosmo.com/
24,0,4,18,2,1,Academy for Jewish Religion-California,www.ajrca.edu
26,7,3,6,3,1,Angeles College,www.angelescollege.edu
-2,-2,1,-2,3,1,Angeles Institute,www.angelesinstitute.edu/
-2,-2,1,-2,3,1,Paul Mitchell the School-Temecula,paulmitchell.edu/temecula/
-2,-2,1,-2,3,1,European Academy of Cosmetology and Hairdressing,www.teachbeauty.com
-2,-2,1,-2,3,1,International Institute of Cosmetology,www.studyhair.com
-2,-2,1,-2,2,1,Florida School of Traditional Midwifery,midwiferyschool.org
-2,-2,1,-2,1,1,Emerald Coast Technical College,www.ectc.edu
-2,-2,1,-2,1,1,Immokalee Technical College,www.itech.edu
-2,-2,1,-2,3,1,American Academy of Cosmetology,www.aacschool.com/
32,5,2,6,2,1,University of Fort Lauderdale,uftl.edu/
-2,-2,1,-2,3,1,Aviation Institute of Maintenance-Orlando,www.aviationmaintenance.edu
-2,-2,1,-2,3,1,Summit Salon Academy,summitsalonacademytampa.com/
-2,-2,1,-2,3,1,Summit Salon Academy-Gainesville,www.ssag.edu
-2,-2,1,-2,3,1,Tenaj Salon Institute,www.tenajsaloninstitute.edu
-2,-2,1,-2,3,1,Profile Institute of Barber-Styling,profileinstitute.com
-2,-2,1,-2,3,1,Keune Academy by 124,www.keuneacademyby124.edu
21,9,4,6,2,1,Pacific Rim Christian University,pacrim.edu
-2,-2,1,-2,3,1,Urban 113 School of Cosmetology,www.urban113.com
26,5,2,6,3,1,Ambria College of Nursing,ambria.edu
10,4,2,2,3,1,Midwestern Career College,www.mccollege.edu
-2,-2,1,-2,3,1,Paul Mitchell the School-Normal,paulmitchell.edu/normal/
-2,-2,1,-2,3,1,Innovations Design Academy,innovationsdesignacademy.edu
-2,-2,1,-2,3,1,Aveda Fredric's Institute-Indianapolis,www.avedafi.edu
-2,-2,1,-2,3,1,Summit Salon Academy,www.andersonsalonacademy.com
-2,-2,1,-2,3,1,Eric Fisher Academy,www.ericfisheracademy.com
-2,-2,1,-2,3,1,My Le's Beauty College,mylebeautycollegellc.com/
-2,-2,1,-2,1,1,Blackstone Valley Vocational Regional School District,www.valleytech.k12.ma.us
-2,-2,1,-2,1,1,Southern Worcester County Regional Vocational School District,www.baypath.net
-2,-2,1,-2,3,1,L'esprit Academy,www.lespritacademy.com
-2,-2,1,-2,3,1,Marketti Academy of Cosmetology,www.marketticosmetology.com/
-2,-2,2,-2,3,1,CenterPoint Massage and Shiatsu Therapy School and Clinic,centerpointmn.com
-2,-2,1,-2,3,1,Avalon School of Cosmetology,avaloncosmetologyschool.com
23,11,4,6,3,1,American Business and Technology University,https://abtu.edu
26,5,4,6,2,1,City Vision University,www.cityvision.edu
-2,-2,1,-2,3,0,Transformed Barber and Cosmetology Academy,transformedbca.com/
-2,-2,1,-2,3,1,Bitterroot School of Cosmetology,bitterrootschoolofcosmetology.com
-2,-2,1,-2,3,1,Montana Academy of Salons,https://montanaacademy.edu
-2,-2,1,-2,3,1,National Career Institute,nciedu.com
-2,-2,1,-2,3,1,Toni & Guy Hairdressing Academy-Albuquerque,Abq.toniguy.edu
-2,-2,1,-2,3,1,International Academy of Style,www.internationalacademyofstyle.com
-2,-2,1,-2,2,1,EDP School,edpschool.edu/
-2,-2,1,-2,3,1,New York Medical Career Training Center,nymedtraining.com/
-2,-2,1,-2,3,1,Institute of Culinary Education,www.ice.edu
-2,-2,1,-2,3,1,The Salon Professional Academy-Tonawanda,tspabuffalo.com
-2,-2,1,-2,3,1,Onondaga School of Therapeutic Massage-Syracuse,www.ostm.edu
-2,-2,1,-2,3,1,Academy of Cosmetology and Esthetics NYC,www.theacademynyc.com
-2,-2,1,-2,3,0,Finger Lakes School of Massage,www.flsm.com
-2,-2,1,-2,1,1,Four County Career Center,fourcounty.net/site.cfm/adult-education
-2,-2,1,-2,3,0,Elevate Salon Institute,www.esicleveland.com
-2,-2,1,-2,3,1,Summit Salon Academy-Perrysburg,www.summitsalonacademyperrysburg.edu
-2,-2,1,-2,2,1,Portland Actors Conservatory,pac.edu
-2,-2,1,-2,1,1,Somerset County Technology Center,www.sctc.net/dnn/
-2,-2,1,-2,3,1,Metro Beauty Academy,www.metrobeautyacademy.edu/
-2,-2,1,-2,1,1,Academy for Careers and Technology,www.mcact.org
-2,-2,1,-2,3,1,Aiken School of Cosmetology and Barbering,www.ascandb.com
-2,-2,1,-2,3,1,Love Beauty School Inc,www.lovebeautyschool.net
-2,-2,1,-2,3,0,Professional Career Training Institute,www.pcti.edu/
10,4,2,1,3,1,Houston International College Cardiotech Ultrasound School,www.cardiotech.org/
-2,-2,1,-2,3,1,DuVall's School of Cosmetology,www.duvallschool.com
-2,-2,1,-2,3,1,Advanced Beauty College,www.advancedbeautycollege.net
-2,-2,1,-2,3,1,Texas Beauty College,texasbeautyinfo.com/
-2,-2,1,-2,3,1,Avenue Five Institute,www.avenuefive.com
-2,-2,1,-2,3,1,The Salon Professional Academy-Lewisville,www.tspadallas.com
-2,-2,1,-2,3,1,Renaissance Academie,www.hairschoolonline.com
24,5,3,6,2,1,Bethel College,bcva.edu
-2,-2,1,-2,3,1,Institute of Advanced Medical Esthetics,www.theinstituteofadvancedmedicalesthetics.com
-2,-2,1,-2,3,1,Gary Manuel Aveda Institute,www.gmaveda.com
11,4,2,1,2,1,Northwest School of Wooden Boat Building,www.nwswb.edu
-2,-2,1,-2,3,1,The Salon Professional Academy-Onalaska,salonproacademy.com/
26,11,4,9,3,1,West Coast University-Orange County,westcoastuniversity.edu/
26,11,3,9,3,1,West Coast University-Ontario,westcoastuniversity.edu/
-2,-2,1,-2,3,1,Midwest Technical Institute-East Peoria,www.midwesttech.edu
-2,-2,1,-2,3,1,Paul Mitchell the School-Chicago,paulmitchell.edu/chicago
-2,-2,1,-2,3,1,Dorsey Business Schools-Waterford Pontiac,www.dorsey.edu
10,3,2,2,3,1,Platt College-Miller-Motte-Fayetteville,www.miller-motte.edu
-2,-2,1,-2,3,1,European Massage Therapy School-Las Vegas,www.school-for-massage.com
10,3,2,2,3,1,Platt College-Miller-Motte Technical-Columbus,www.miller-motte.edu
10,4,2,1,3,0,Fortis College-Grand Prairie,www.fortis.edu/
22,11,3,6,3,1,The Art Institute of Virginia Beach,www.artinstitutes.edu/virginia-beach/
26,5,3,6,3,1,Bryant & Stratton College-Bayshore,https://www.bryantstratton.edu
10,4,2,1,3,1,Fortis College-Indianapolis,www.fortiscollege.edu
-2,-2,1,-2,3,1,Empire Beauty School-E Memphis,www.empire.edu
-2,-2,1,-2,3,1,Empire Beauty School-Nashville,www.empire.edu
-2,-2,1,-2,3,1,Empire Beauty School-Jackson,www.empire.edu
-2,-2,1,-2,3,1,Empire Beauty School-Springfield,www.empire.edu
-2,-2,1,-2,3,1,Empire Beauty School-Paramus,www.empire.edu
-2,-2,1,-2,3,1,Empire Beauty School-Speedway,www.empire.edu
-2,-2,1,-2,3,1,Empire Beauty School-Morrow,www.empire.edu/
29,5,4,6,3,1,Strayer University-Arkansas,www.strayer.edu/arkansas/little-rock
29,5,4,9,3,1,Strayer University-Georgia,www.strayer.edu/georgia/chamblee
29,5,4,6,3,1,Strayer University-Mississippi,www.strayer.edu/mississippi/jackson
29,5,4,6,3,1,Strayer University-South Carolina,www.strayer.edu/south-carolina/greenville
29,5,4,6,3,1,Strayer University-Texas,www.strayer.edu/texas/north-austin
22,7,3,6,3,1,The Art Institute of San Antonio,www.artinstitutes.edu/san-antonio
-2,-2,1,-2,3,1,Empire Beauty School-S Memphis,www.empire.edu
-2,-2,1,-2,3,1,Empire Beauty School-Charlotte,www.empire.edu
-2,-2,1,-2,3,0,Empire Beauty School-E Greensboro,www.empire.edu
-2,-2,1,-2,3,1,Empire Beauty School-Winston-Salem,www.empire.edu
-2,-2,1,-2,3,1,Empire Beauty School-West Palm,www.empire.edu
-2,-2,1,-2,3,1,Empire Beauty School-Pineville,www.empire.edu
-2,-2,4,-2,1,1,Virginia Polytechnic Institute & State University,www.vtc.vt.edu
23,5,3,6,3,1,Bryant & Stratton College-Hampton,https://www.bryantstratton.edu
-2,-2,1,-2,3,1,Paul Mitchell the School-Phoenix,paulmitchell.edu/phoenix
-2,-2,1,-2,3,1,All Beauty College,abcollege.edu/
26,5,1,6,3,0,Trinity School of Health and Allied Sciences,tshas.edu/
-2,-2,1,-2,3,1,Paul Mitchell the School-Modesto,modesto.paulmitchell.edu/
-2,-2,1,-2,3,1,Cosmo Beauty Academy,www.cosmobeautyacademy.edu
-2,-2,1,-2,3,1,Paul Mitchell the School-Fresno,paulmitchell.edu/fresno
26,10,3,9,3,1,Unitek College,unitekcollege.edu/
26,11,3,9,3,1,Gurnick Academy of Medical Arts,www.gurnick.edu
-2,-2,1,-2,3,1,Paul Mitchell the School-East Bay,paulmitchell.edu/eastbay/
26,7,4,6,3,1,South University-Richmond,"www.southuniversity.edu/richmond#location=Richmond,%20VA"
20,7,4,6,3,1,South University-Virginia Beach,"www.southuniversity.edu/virginia-beach#location=Virginia%20Beach,%20VA"
-2,-2,1,-2,3,1,Aveda Institute-Denver,www.avedainstitutedenver.com/
-2,-2,1,-2,3,1,Paul Mitchell the School-Colorado Springs,paulmitchell.edu/coloradosprings
-2,-2,1,-2,3,1,The Salon Professional Academy-Colorado Springs,www.thesalonprofessionalacademycoloradosprings.com
-2,-2,1,-2,3,1,Paul Mitchell the School-Delaware,paulmitchell.edu/delaware
-2,-2,1,-2,3,1,Future-Tech Institute,www.futuretechinstitute.com/
-2,-2,1,-2,1,1,Fred K Marchman Technical College,mtec.pasco.k12.fl.us/
-2,-2,1,-2,3,1,The Salon Professional Academy-Ft Myers,www.thesalonprofessionalacademyftmyers.com
-2,-2,1,-2,3,1,Universal Spa Training Academy,www.spatrainingacademy.edu
-2,-2,1,-2,3,1,The Salon Professional Academy-Evansville,www.tspaevansville.com
-2,-2,1,-2,1,1,Tri County Regional Vocational Technical High School,www.tri-county.us
30,10,3,6,2,1,Compass College of Cinematic Arts,compass.edu
-2,-2,1,-2,3,1,Nova Academy of Cosmetology,www.nova-academy.com
-2,-2,1,-2,3,1,SAE Institute of Technology-New York,newyork.sae.edu/en-us/home/
-2,-2,1,-2,3,1,Sage School of Massage & Esthetics,https://www.sageschoolofmassage.com/
-2,-2,2,-2,3,1,Peloton College,www.pelotoncollege.edu
-2,-2,1,-2,3,1,ABC Beauty Academy,www.abcbeautyacademy.webs.com
-2,-2,1,-2,3,1,Salon & Spa Institute,www.ssi.edu
-2,-2,1,-2,3,1,American Beauty Academy,www.americanbeauty.edu
-2,-2,1,-2,3,1,Summit Salon Academy,www.summitsalonacademy.edu
-2,-2,1,-2,3,1,Paul Mitchell the School-Milwaukee,paulmitchell.edu/milwaukee
18,5,4,6,2,1,Touro University Worldwide,www.tuw.edu
25,0,4,18,2,1,Touro University California,www.tu.edu/
26,0,4,18,2,1,The Chicago School of Professional Psychology at Washington DC,www.thechicagoschool.edu
25,11,4,9,2,1,Touro University Nevada,www.tun.touro.edu/
26,5,4,6,2,1,Herzing University-Kenosha,https://www.herzing.edu/
26,7,4,6,2,1,Herzing University-Brookfield,https://www.herzing.edu/
18,5,4,12,1,1,Texas A&M University-San Antonio,www.tamusa.edu
10,4,2,1,3,1,Fortis Institute,www.fortis.edu/campuses/training-program-450-n-sam-houston-parkway-e-houston-tx.aspx
-2,-2,1,-2,3,1,Southern Careers Institute-Brownsville,www.scitexas.edu
-2,-2,1,-2,3,1,Southern Careers Institute-Harlingen,www.scitexas.edu
29,5,4,12,3,1,Strayer University-Global Region,www.strayer.edu
-2,-2,1,-2,3,1,Kenneth Shuler School of Cosmetology-Florence,www.kennethshuler.com
10,4,2,1,3,1,Fortis College-Columbia,www.fortis.edu/
19,10,4,6,2,1,California University of Management and Sciences,www.calums.edu
-2,-2,1,-2,3,1,Ross Medical Education Center-Davison,www.rosseducation.edu
10,4,2,1,3,1,Ross Medical Education Center-Granger,www.rosseducation.edu
-2,-2,1,-2,3,1,Ross Medical Education Center-Niles,www.rosseducation.edu
-2,-2,1,-2,3,1,Ross Medical Education Center-Canton,www.rosseducation.edu
10,4,2,2,3,1,Pima Medical Institute-Houston,pmi.edu
-2,-2,1,-2,3,1,Illinois Media School-Chicago Campus,www.beonair.com/chicago
-2,-2,1,-2,3,1,Platt College-STVT-San Antonio,www.stvt.edu/
10,4,2,2,3,1,Concorde Career College-Dallas,https://www.concorde.edu/campus/dallas-texas
10,4,2,1,3,1,Concorde Career Institute-Orlando,https://www.concorde.edu/campus/orlando-florida
10,4,2,2,3,1,Concorde Career College-San Antonio,https://www.concorde.edu/campus/san-antonio-texas
29,5,4,6,2,1,Johnson & Wales University-Online,online.jwu.edu/?_ga=2.244666885.1432107725.1502198571-1382828486.1499961993
28,15,4,6,2,1,Virginia International University,www.viu.edu
-2,-2,1,-2,2,1,Geisinger-Lewistown Hospital School of Nursing,www.geisinger.org
2,1,2,3,1,1,Moreno Valley College,www.mvc.edu/
-2,-2,1,-2,3,1,Brittany Beauty Academy,hairdesigninstitute.edu
-2,-2,1,-2,3,1,Onondaga School of Therapeutic Massage-Rochester,www.ostm.edu/
2,1,2,3,1,1,Norco College,www.norcocollege.edu/Pages/index.aspx
-2,-2,1,-2,3,1,Dorsey Business Schools-Saginaw,www.dorsey.edu
-2,-2,1,-2,3,1,Milan Institute of Cosmetology-La Quinta,www.milaninstitute.edu
-2,-2,1,-2,3,1,Milan Institute-Boise,www.milaninstitute.edu
-2,-2,1,-2,3,1,Milan Institute of Cosmetology-El Paso,www.milaninstitute.edu
-2,-2,2,-2,3,1,Universal Technical Institute-Dallas Fort Worth,www.uti.edu
-2,-2,1,-2,3,0,Finger Lakes School of Massage,www.flsm.com/
-2,-2,1,-2,3,1,Salter School of Nursing and Allied Health,www.salternursing.com
-2,-2,1,-2,3,1,Harris School of Business-Upper Darby Campus,www.harrisschool.edu
-2,-2,1,-2,3,0,Cortiva Institute-New Jersey,https://www.cortiva.com
10,3,2,1,3,1,ICPR Junior College-Manati,www.icprjc.edu
-2,-2,1,-2,3,1,Artistic Nails and Beauty Academy-Lakeland,www.artistic.edu
26,5,4,9,3,1,American Sentinel University,www.americansentinel.edu
10,4,2,2,3,1,Hawaii Medical College,www.hmi.edu
-2,-2,1,-2,3,1,Carolina College of Hair Design,carolinacollege.com
22,10,3,6,2,1,Remington College-Heathrow Campus,www.remingtoncollege.edu/
-2,-2,1,-2,1,1,College of Massage Therapy,www.collegemassagetherapy.com
10,3,2,1,3,1,Platt College-Miller-Motte-Jacksonville,www.miller-motte.edu
10,3,2,1,3,1,Platt College-Miller-Motte Technical-Augusta,www.miller-motte.edu
10,3,2,2,3,1,Platt College-Miller-Motte Technical-Conway,www.miller-motte.edu
-2,-2,1,-2,3,1,Aveda Institute-Portland,avedapdx.com
26,5,3,6,3,1,Chamberlain University-Virginia,https://www.chamberlain.edu/
23,10,3,6,2,1,Stevens-Henager College,www.stevenshenager.edu/
-2,-2,1,-2,3,1,Penrose Academy,penrose.edu/
-2,-2,1,-2,3,1,Skin Institute,www.skininstitute.edu
-2,-2,1,-2,3,1,Beauty Academy of South Florida,www.basf.edu
-2,-2,1,-2,3,1,Ogle School Hair Skin Nails-North Dallas,www.ogleschool.edu
-2,-2,1,-2,3,1,The Salon Professional Academy-North Little Rock,littlerockbeautyschool.com/
-2,-2,1,-2,3,1,The Salon Professional Academy-St Charles,tspastlouis.com
26,10,3,6,3,1,American College for Medical Careers,www.acmc.edu
10,4,2,2,3,1,Mildred Elley-New York Campus,www.mildred-elley.edu
32,11,4,6,3,1,National Paralegal College,nationalparalegal.edu
24,7,3,6,2,1,Carolina College of Biblical Studies,ccbs.edu
-2,-2,1,-2,3,1,Allstate Hairstyling & Barber College,www.allstatehairstyling.com
32,0,4,18,2,1,Omega Graduate School,www.ogs.edu/
26,0,4,18,2,1,Jung Tao School of Classical Chinese Medicine,www.jungtao.edu
30,11,4,9,3,1,New York Film Academy,www.nyfa.edu
-2,-2,1,-2,3,1,International College of Cosmetology,www.icoc.edu
-2,-2,1,-2,3,1,Bella Capelli Academy,monroeville.paulmitchell.edu/
10,4,2,1,3,1,Institute of Medical Careers,https://www.imbc.edu
-2,-2,1,-2,1,1,Flagler Technical Institute,fti.flaglerschools.com
-2,-2,1,-2,3,1,Galaxy Medical College,www.galaxymedicalcollege.edu
-2,-2,2,-2,3,1,American Medical Sciences Center,www.amsc.edu
-2,-2,1,-2,3,1,Mandalyn Academy,www.mandalynacademy.com
32,0,4,6,3,1,Jose Maria Vargas University,www.jmvu.edu/
-2,-2,1,-2,3,1,Laird Institute of Spa Therapy,www.lairdinstitute.com
-2,-2,0,-2,1,1,D A Dorsey Technical College,dadorsey.dadeschools.net/
33,2,2,1,1,1,Keweenaw Bay Ojibwa Community College,www.kbocc.edu
10,3,2,2,3,1,Meridian Institute of Surgical Assisting,www.meridian-institute.edu
-2,-2,1,-2,3,1,Mauna Loa Helicopters,maunaloahelicopters.com
-2,-2,1,-2,3,1,Acaydia School of Aesthetics,www.acaydia.com
-2,-2,1,-2,3,1,Manhattan Institute,www.manhattaninstitute.edu
-2,-2,1,-2,3,1,Holistic Massage Training Institute,www.massagetrainingbaltimore.com
-2,-2,1,-2,3,1,Diamonds Cosmetology College,www.diamondscosmetology.com/
-2,-2,1,-2,3,1,Northern Virginia School of Therapeutic Massage,www.nvschoolofmassage.com/
-2,-2,1,-2,3,1,Paul Mitchell the School-St Louis,school.paulmitchell.edu/stlouis
-2,-2,1,-2,3,1,Advanced Training Institute,www.atitraining.com
24,0,4,18,2,1,Shepherds Theological Seminary,shepherds.edu
-2,-2,1,-2,3,1,Taylor Andrews Academy of Hair Design-West Jordan,www.taylorandrew.com/
-2,-2,1,-2,3,1,Santa Ana Beauty Academy,www.saba-ca.com
24,5,4,6,2,1,Grace College of Divinity,www.GCD.edu
-2,-2,1,-2,3,1,Evolve Beauty Academy,cosmetologycollegefranklincounty.com/
-2,-2,1,-2,3,0,The Salon Professional Academy-Rochester,www.tsparochester.com
-2,-2,1,-2,3,1,Aveda Institute-New Mexico,www.avedanm.com
11,4,2,1,3,1,American Trade School,www.americantradeschool.edu
-2,-2,1,-2,3,1,Estelle Skin Care and Spa Institute,www.estelle.edu
-2,-2,1,-2,3,1,Paul Mitchell the School-Honolulu,paulmitchell.edu/honolulu
-2,-2,1,-2,3,1,Elite Cosmetology School,eliteschools.edu
-2,-2,1,-2,3,1,American Technical Institute,www.amtec.edu
32,11,4,6,2,1,Bergin University of Canine Studies,www.berginu.edu
-2,-2,1,-2,3,1,Aveda Institute-Boise,www.avedaidaho.com
10,4,2,1,3,1,Pima Medical Institute-Aurora,pmi.edu
-2,-2,1,-2,3,1,Capilo School of Hair Design,www.capilo.com
-2,-2,1,-2,3,1,Pure Aesthetics,www.pureaesthetics.edu
-2,-2,1,-2,3,1,Lindsey Institute of Cosmetology,www.lindseyinstitute.com
-2,-2,1,-2,3,1,Buckner Barber School,bucknerbarberschool.com/
24,6,3,6,2,1,Simmons College of Kentucky,www.simmonscollegeky.edu
-2,-2,1,-2,3,1,Atelier Esthetique Institute of Esthetics,www.aeinstitute.net
-2,-2,1,-2,3,1,Advanced College of Cosmetology,www.accsuccess.com
19,11,4,8,2,1,North American University,www.na.edu
-2,-2,1,-2,3,0,Entourage Institute of Beauty and Esthetics,www.entouragebeauty.com
-2,-2,1,-2,3,1,United Beauty College,ubc-denver.com/
-2,-2,1,-2,3,1,Cinta Aveda Institute,www.cintaaveda.edu
