CCBASIC,CCUGPROF,HIGHDEG,CCSIZSET,CONTROL,CURROPER,INSTNM,INSTURL
4,2,2,2,1,1,Hawaii Community College,https://hawaii.hawaii.edu
-2,-2,1,-2,3,1,Robert Fiance Beauty Schools-North Plainfield,www.robertfiance.edu
-2,-2,1,-2,3,1,Long Island Beauty School-Hauppauge,www.libs.edu
-2,-2,1,-2,1,1,Buckeye Joint Vocational School,www.buckeyecareercenter.org
-2,-2,1,-2,1,1,Sandusky Career Center,www.sanduskycareercenter.org
-2,-2,1,-2,1,1,Greater Altoona Career & Technology Center,www.gactc.edu
-2,-2,1,-2,3,1,Central Texas Beauty College-Temple,www.centraltexasbeautycollege.com
-2,-2,1,-2,1,1,Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,www.e2ccb.org
-2,-2,1,-2,3,1,Empire Beauty School-Brooklyn,www.empire.edu
-2,-2,1,-2,3,1,Houston Training School-Gulfgate,houstontrainingschools.net
10,4,2,1,3,0,Antonelli College-Hattiesburg,www.antonellicollege.edu
3,1,2,1,1,1,Eastern New Mexico University Ruidoso Branch Community College,www.ruidoso.enmu.edu/
-2,-2,1,-2,3,1,United Education Institute-Ontario,www.uei.edu
-2,-2,1,-2,3,1,United Education Institute-Encino,www.uei.edu
22,15,3,8,2,1,Beacon College,www.beaconcollege.edu
26,0,4,18,2,1,Acupuncture and Integrative Medicine College-Berkeley,https://www.aimc.edu
2,1,2,4,1,1,Estrella Mountain Community College,www.estrellamountain.edu
3,2,2,3,1,1,Heartland Community College,www.heartland.edu
29,11,4,6,3,1,University of the Potomac-Washington DC Campus,www.potomac.edu
24,11,3,8,2,1,Rabbi Jacob Joseph School,https://rabbijacobjoseph.com
-2,-2,1,-2,3,1,The Salon Professional Academy-Melbourne,www.tspamelbourne.com
10,4,2,1,3,1,Fortis Institute-Scranton,www.fortis.edu
-2,-2,1,-2,3,1,Milan Institute of Cosmetology,www.milaninstitute.edu
19,12,4,9,2,1,Everglades University,https://www.EvergladesUniversity.edu
13,4,2,1,2,1,Seminar L'moros Bais Yaakov,seminarlmorosbaisyaakov.com/
26,9,4,6,2,1,Herzing University-Winter Park,https://www.herzing.edu
12,4,1,1,3,1,Cortiva Institute-Pompano,www.steinered.com
7,2,2,1,3,0,National College-Nashville,www.national-college.edu
24,5,3,6,2,1,College of Biblical Studies-Houston,www.cbshouston.edu
-2,-2,1,-2,3,1,Inner State Beauty School,www.innerstatebeautyschool.com
-2,-2,1,-2,1,1,Mid-EastCTC-Adult Education,www.mideastadulted.org
-2,-2,1,-2,1,1,Polaris Career Center,www.polaris.edu
-2,-2,1,-2,3,1,P&A Scholars Beauty School,www.pandascholars.com
-2,-2,1,-2,3,1,ASM Beauty World Academy,asm.edu
-2,-2,1,-2,3,1,Sharps Academy of Hair Styling,www.sharpsacademyofhairstyling.com
26,10,3,9,3,1,The College of Health Care Professions-Northwest,www.chcp.edu
-2,-2,1,-2,2,1,School of Professional Horticulture New York Botanical Garden,www.nybg.org/edu/soph/
10,4,2,1,3,1,Fortis College,www.fortiscollege.edu
30,13,4,8,2,1,Watkins College of Art Design & Film,www.watkins.edu
-2,-2,1,-2,3,1,Alhambra Beauty College,alhambrabeauty.edu/
-2,-2,1,-2,3,1,UEI College-Gardena,www.uei.edu
-2,-2,1,-2,3,1,Asian-American International Beauty College,www.aabeautycollege.com
4,1,2,2,1,1,Copper Mountain Community College,www.cmccd.edu
-2,-2,1,-2,3,1,Diversified Vocational College,www.dvcla.edu
-2,-2,1,-2,3,1,UEI College-Fresno,www.uei.edu
22,11,3,6,3,0,Mt Sierra College,www.mtsierra.edu
1,1,2,4,1,1,Santiago Canyon College,www.sccollege.edu/Pages/default.aspx
27,12,3,6,3,1,Southern California Institute of Technology,https://www.scitech.edu
21,14,4,8,2,1,Soka University of America,www.soka.edu
-2,-2,1,-2,3,1,Summit College,www.summitcollege.edu
-2,-2,1,-2,3,1,Advance Beauty College,www.advancebeautycollege.com
24,5,4,6,2,1,World Mission University,www.wmu.edu
26,0,4,18,2,1,Yo San University of Traditional Chinese Medicine,yosan.edu
-2,-2,1,-2,3,1,Cannella School of Hair Design-Blue Island,cannellabeautyschools.com
-2,-2,1,-2,3,1,John Amico School of Hair Design,https://www.johnamicoschoolofhairdesign.com
-2,-2,1,-2,3,1,Delta College Inc,www.deltacollege.com
30,10,3,6,3,1,Southwest University of Visual Arts-Albuquerque,www.suva.edu
-2,-2,1,-2,3,1,Tri-State Cosmetology Institute,tristatecosmetology.com
6,1,2,2,1,1,Frontier Community College,www.iecc.edu/fcc
3,2,2,2,1,1,Lincoln Trail College,www.iecc.edu/ltc
9,1,2,2,1,1,Wabash Valley College,www.iecc.edu/wvc
-2,-2,1,-2,3,1,American Institute of Interior Design,https://www.aiid.edu
13,3,2,1,3,1,Brookline College-Tempe,brooklinecollege.edu
26,0,4,18,2,1,Inter American University of Puerto Rico-School of Optometry,www.optonet.inter.edu/
29,10,4,6,3,1,Schiller International University,www.schiller.edu
3,1,2,2,1,1,Coconino Community College,www.coconino.edu/
-2,-2,1,-2,3,1,Emma's Beauty Academy-Juana Diaz,www.ebajuanadiaz.com
-2,-2,1,-2,2,1,Franklin Academy,www.franklinacademy.edu
26,5,3,6,3,1,Columbia Central University-Yauco,www.columbiacentral.edu
10,4,2,2,3,1,Pima Medical Institute-Denver,pmi.edu
4,4,2,3,3,1,ASA College,www.asa.edu
-2,-2,1,-2,3,1,Ohio State School of Cosmetology-Heath,https://salonschools.ohiostate.edu/
-2,-2,1,-2,3,0,Ohio State School of Cosmetology,https://salonschools.ohiostate.edu
24,10,0,8,2,1,Yeshivas Novominsk,https://yeshivasnovominsk.com
-2,-2,1,-2,3,1,Southern Careers Institute-Corpus Christi,www.scitexas.edu
24,10,3,6,2,1,Rabbinical College of Ohr Shimon Yisroel,NULL
1,1,2,2,1,1,Carroll Community College,www.carrollcc.edu
22,11,4,6,3,1,University of Phoenix-New Mexico,www.phoenix.edu
10,2,2,2,3,1,Galen College of Nursing-Tampa Bay,www.galencollege.edu/tampabay
26,5,2,6,3,1,Galen College of Nursing-San Antonio,www.galencollege.edu/sanantonio/
-2,-2,1,-2,3,1,Sarasota School of Massage Therapy,https://www.sarasotaschoolofmassagetherapy.edu
-2,-2,1,-2,1,1,Schuyler Steuben Chemung Tioga Allegany BOCES,www.gstboces.org
-2,-2,0,-2,1,1,Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,www.dcmoboces.com
-2,-2,1,-2,3,1,DCI Career Institute,www.dci.edu
-2,-2,1,-2,1,1,Central Susquehanna Intermediate Unit LPN Career,www.csiu.org/lpn
-2,-2,1,-2,3,1,Myotherapy College of Utah,myotherapycollege.com
26,7,3,6,2,1,City College-Gainesville,https://www.citycollege.edu
19,13,4,12,1,1,Arizona State University-West,www.asu.edu/
-2,-2,1,-2,3,0,Cortiva Institute-Westport,www.ccmt.edu
-2,-2,1,-2,3,1,G Skin & Beauty Institute,www.gbeautyinstitutes.com
-2,-2,1,-2,3,1,Cosmetology Training Center,cosmetlafayettela.com
-2,-2,1,-2,3,1,Stage One-The Hair School,www.stageoneinc.com
-2,-2,1,-2,3,1,Empire Beauty School-Malden,www.empire.edu
-2,-2,1,-2,3,1,Xenon International Academy-Omaha,www.xenonacademy.net
-2,-2,1,-2,3,1,Capri Institute of Hair Design-Brick,www.capriinstitute.com
-2,-2,1,-2,3,1,Capri Institute of Hair Design-Kenilworth,www.capriinstitute.com
-2,-2,1,-2,3,1,Capri Institute of Hair Design-Paramus,www.capriinstitute.com
-2,-2,1,-2,3,1,Orlo School of Hair Design and Cosmetology,www.theorloschool.com
-2,-2,1,-2,1,1,Eastland-Fairfield Career and Technical Schools,www.eastland-fairfield.com/
-2,-2,1,-2,3,1,Empire Beauty School-Cincinnati,www.empire.edu
-2,-2,1,-2,1,1,Mahoning County Career and Technical Center,mahoningctc.com/mcctc-adult-career-center/
-2,-2,1,-2,1,1,Pickaway Ross Joint Vocational School District,www.pickawayross.com
-2,-2,1,-2,1,1,Pioneer Career and Technology Center,www.pctc.k12.oh.us/
-2,-2,1,-2,3,1,Raphael's School of Beauty Culture Inc-Boardman,www.raphaelsbeautyschool.edu
-2,-2,1,-2,1,1,Scioto County Career Technical Center,www.sciototech.org
-2,-2,1,-2,1,1,Trumbull Career & Technical Center,www.tctchome.com
-2,-2,1,-2,1,1,Northwest Technology Center-Fairview,www.nwtech.edu
13,1,2,1,2,1,Pacific Bible College,pacificbible.com
25,0,4,18,2,1,Lake Erie College of Osteopathic Medicine,www.lecom.edu
-2,-2,1,-2,3,1,UCAS University of Cosmetology Arts & Sciences-Harlingen,www.ucastx.com
-2,-2,1,-2,3,1,Gene Juarez Academy of Beauty-Federal Way,https://genejuarezacademy.edu
-2,-2,1,-2,3,1,Empire Beauty School-Green Bay,www.empire.edu
-2,-2,1,-2,1,1,Warren County Career Center,www.mywccc.org
-2,-2,1,-2,3,1,Paul Mitchell the School-Wichita,paulmitchell.edu/wichita
-2,-2,1,-2,3,1,Pinnacle Institute of Cosmetology,pinnacleinstitute.edu
-2,-2,1,-2,3,1,Southern Careers Institute-Pharr,www.scitexas.edu
8,4,2,1,3,1,Laurel Technical Institute,www.laurel.edu
23,7,4,12,3,1,Florida National University-Main Campus,www.fnu.edu
-2,-2,1,-2,3,1,Georgia Institute of Cosmetology,GIC.edu
-2,-2,1,-2,3,1,Nouvelle Institute,nouvelleinstitute.com/
-2,-2,1,-2,1,1,Franklin Technology-MSSU,www.franklintechnologycenter.com
-2,-2,1,-2,3,1,Professional Technical Institution Inc,www.ptipr.edu
32,0,4,18,2,1,Erikson Institute,https://www.erikson.edu
14,5,3,15,1,1,South Texas College,https://www.southtexascollege.edu
-2,-2,1,-2,1,1,Pike County Joint Vocational School District,www.pikectc.org
-2,-2,1,-2,1,1,Lorain County Joint Vocational School District,www.lcjvs.com/adult/
31,0,4,18,2,1,Roger Williams University School of Law,law.rwu.edu/
19,13,4,14,1,1,California State University-Monterey Bay,www.csumb.edu
9,2,2,1,3,1,Bryant & Stratton College-Henrietta,https://www.bryantstratton.edu/
-2,-2,1,-2,3,1,Ohio Media School-Valley View,www.beonair.com
-2,-2,1,-2,3,1,EINE Inc,electrologyinstitute.com
-2,-2,1,-2,3,1,Marian Health Careers Center-Los Angeles Campus,www.mariancollege.edu
-2,-2,1,-2,2,1,Cleveland Clinic Health System-School of Diagnostic Imaging,www.clevelandclinic.org/sodi
10,3,2,1,2,1,Academy for Nursing and Health Occupations,www.ANHO.edu
-2,-2,1,-2,1,1,Shawsheen Valley School of Practical Nursing,www.shawsheen.tec.ma.us
-2,-2,1,-2,3,1,Shear Ego International School of Hair Design,www.shearegoschool.com/
23,10,3,6,2,1,Remington College-Memphis Campus,www.remingtoncollege.edu/memphis-tennessee-career-colleges-overview
-2,-2,1,-2,1,1,Fayette Institute of Technology,fit.faye.tec.wv.us/
17,5,4,15,3,1,Capella University,www.capella.edu
33,5,3,6,2,1,College of Menominee Nation,www.menominee.edu
33,3,2,1,1,1,Leech Lake Tribal College,www.lltc.edu
11,4,2,1,3,1,Spartan College of Aeronautics & Technology,www.spartan.edu
-2,-2,1,-2,3,1,Stone Academy-Waterbury,www.stone.edu
9,3,2,1,1,1,East San Gabriel Valley Regional Occupational Program,www.esgvrop.org
-2,-2,1,-2,3,1,Yukon Beauty College Inc,www.yukonbeautycollege.com
-2,-2,1,-2,3,1,United Education Institute-Morrow,www.uei.edu
-2,-2,1,-2,3,1,Toni & Guy Hairdressing Academy-Atlanta,toniguy.edu
-2,-2,1,-2,3,1,Mitchell's Hair Styling Academy-Raleigh,www.mitchells.edu
-2,-2,1,-2,3,1,Artistic Academy of Hair Design,www.artisticacademy.com
-2,-2,1,-2,3,1,Motoring Technical Training Institute,www.mtti.edu
7,4,2,3,3,1,Mech-Tech College,https://www.mechtech.edu
-2,-2,1,-2,3,1,Baldwin Beauty School-North Austin,baldwinbeautyschools.com
-2,-2,1,-2,3,1,Jean Madeline Aveda Institute,jeanmadeline.edu
26,5,4,6,3,1,Pacific College of Oriental Medicine-New York,www.pacificcollege.edu
22,12,3,11,2,1,Johnson & Wales University-North Miami,www.jwu.edu/campuses/north-miami/index.html
-2,-2,1,-2,3,1,Tricoci University of Beauty Culture-Indianapolis,www.tricociuniversity.edu
18,5,4,6,2,1,Trine University-Regional/Non-Traditional Campuses,www.trine.edu/adult-studies/index.aspx
6,1,2,2,1,1,Pennsylvania Highlands Community College,www.pennhighlands.edu
-2,-2,1,-2,3,1,Nevada Career Institute,www.nevadacareerinstitute.com
24,0,4,18,2,1,Phillips Theological Seminary,www.ptstulsa.edu/Home.aspx
-2,-2,1,-2,3,1,Empire Beauty School-Hanover,www.empire.edu
-2,-2,1,-2,3,1,Industrial Management Training Institute,IMTI.edu
-2,-2,1,-2,3,1,Allen School-Jamaica,www.allenschool.edu
-2,-2,1,-2,3,1,Premiere Career College,www.premierecollege.edu
26,7,4,6,1,1,The University of Texas MD Anderson Cancer Center,www.mdanderson.org
-2,-2,1,-2,3,1,Paul Mitchell the School-Huntsville,https://paulmitchell.edu/huntsville
-2,-2,1,-2,3,1,Estes Institute of Cosmetology Arts and Science,www.estescosmetology.com
-2,-2,1,-2,1,1,Baldwin Park Adult & Community Education,www.bpusd.net
-2,-2,1,-2,1,1,Ventura Adult and Continuing Education,www.adultedventura.edu
-2,-2,1,-2,1,1,Howell Cheney THS/CT Aero Tech School,ctaero.cttech.org/
-2,-2,1,-2,1,1,Platt Technical High School/Stratford Aviation,www.cttech.org/platt
-2,-2,1,-2,3,1,College of Business and Technology-Miami Campus,www.cbt.edu
7,3,2,1,2,1,City College-Altamonte Springs,https://www.citycollege.edu
-2,-2,1,-2,3,1,Empire Beauty School-Dunwoody,www.empire.edu
-2,-2,1,-2,3,0,Cobb Beauty College Inc,www.cobbbeautycollege.edu
-2,-2,1,-2,1,1,Career Center of Southern Illinois,www.gotoccsi.org
-2,-2,1,-2,3,1,Crave Beauty Academy,www.cravebeautyacademy.com
-2,-2,1,-2,3,0,Camelot College,www.camelotcollege.com
-2,-2,1,-2,3,1,Hastings Beauty School,hastingsbeautyschool.com
-2,-2,1,-2,1,1,Kirksville Area Technical Center,kirksviller3.wixsite.com/katc
-2,-2,1,-2,1,1,South Central Career Center,www.scccwp.org
-2,-2,1,-2,1,1,Saline County Career Center,www.marshallschools.com/sccc
-2,-2,1,-2,1,1,Warrensburg Area Career Center,wacc.warrensburgr6.org
-2,-2,1,-2,1,0,Nevada Regional Technical Center,nrtc.nevadar5.org/practical-nursing
-2,-2,1,-2,1,1,Cass Career Center,casscareercenter.com
-2,-2,1,-2,1,1,Applied Technology Services,www.appliedtech-stl.com
-2,-2,1,-2,3,1,Central College of Cosmetology,centralandsalemcolleges.com
26,5,3,6,2,1,Southeast Missouri Hospital College of Nursing and Health Sciences,www.sehcollege.edu/
24,13,3,8,2,1,Messenger College,www.messengercollege.edu
-2,-2,1,-2,3,0,Durham Beauty Academy,www.durhambeautyacademy.edu
-2,-2,1,-2,1,1,Union County Vocational Technical School,www.ucvts.tec.nj.us/domain/11
-2,-2,1,-2,3,1,Prism Career Institute-Philadelphia,PrismCareerInstitute.edu
-2,-2,1,-2,1,1,Clinton Essex Warren Washington BOCES,www.cves.org
-2,-2,1,-2,1,1,Jefferson Lewis BOCES-Practical Nursing Program,www.boces.com
-2,-2,1,-2,1,1,Veeb Nassau County School of Practical Nursing,www.veeb.org/PN_main.php
-2,-2,1,-2,1,1,Cattaraugus Allegany BOCES-Practical Nursing Program,www.caboces.org
-2,-2,1,-2,1,1,Orange Ulster BOCES-Practical Nursing Program,www.ouboces.org
-2,-2,1,-2,1,1,Wayne Finger Lakes BOCES-Practical Nursing Program,www.wflbocesadulted.org
-2,-2,1,-2,1,1,Broome Delaware Tioga BOCES-Practical Nursing Program,www.btboces.org/
-2,-2,1,-2,1,1,Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,www.wswheboces.org/
-2,-2,1,-2,1,1,Albany BOCES-Adult Practical Nursing Program,https://www.capitalregionboces.org/adult-education/classes-programs/
-2,-2,1,-2,1,1,Ulster BOCES School of Practical Nursing,www.ulsterboces.org
-2,-2,1,-2,1,1,Eastern Suffolk BOCES,www.esboces.org
-2,-2,1,-2,1,1,Rockland County BOCES-Practical Nursing Program,www.rocklandboces.org/adult-education-business-services/practical-nursing/
26,5,4,6,2,1,New York College of Health Professions,www.nycollege.edu
-2,-2,1,-2,3,1,Charles Stuart School of Diamond Setting,charlesstuartschool.com
-2,-2,1,-2,1,1,Penta County Joint Vocational School,www.pentacareercenter.org
-2,-2,1,-2,1,1,Career and Technology Education Centers of Licking County,www.c-tec.edu/cms/One.aspx?portalId=76736&pageId=77833
-2,-2,1,-2,1,1,Northern Career Institute,ncioh.edu
-2,-2,1,-2,1,1,Washington County Career Center-Adult Technical Training,www.mycareerschool.com
-2,-2,1,-2,3,1,Ohio Media School-Cincinnati,www.beonair.com
-2,-2,1,-2,1,1,Ohio Technical Center at Vantage Career Center,www.vantagecareercenter.com
-2,-2,1,-2,1,1,Indian Capital Technology Center-Muskogee,www.ictctech.com
-2,-2,1,-2,1,1,Western Technology Center,www.westtech.edu
-2,-2,1,-2,1,1,Mid-America Technology Center,www.matech.edu
-2,-2,1,-2,1,1,Northeast Technology Center-Pryor,www.netech.edu
-2,-2,1,-2,1,1,Eastern Oklahoma County Technology Center,www.eoctech.edu
-2,-2,1,-2,1,1,Wes Watkins Technology Center,www.wwtech.org
-2,-2,1,-2,1,1,York County School of Technology-Adult & Continuing Education,www.ytech.edu
-2,-2,1,-2,1,1,Chester County Intermediate Unit,www.chestercountynursing.org
-2,-2,1,-2,1,1,Jefferson County Dubois Area Vocational Technical Practical Nursing Program,www.jefftech.us
-2,-2,1,-2,1,1,Greater Johnstown Career and Technology Center,www.gjctc.org
-2,-2,1,-2,1,1,Mifflin County Academy of Science and Technology,www.academynursing.com
-2,-2,1,-2,1,1,Lenape Technical School Practical Nursing Program,www.lenapepnp.net
-2,-2,1,-2,1,1,Venango County Area Vocational Technical School,www.vtc1.org
10,3,2,1,1,1,Lancaster County Career and Technology Center,www.lancasterctc.edu
-2,-2,1,-2,1,1,Lebanon County Area Vocational Technical School,www.lcctc.edu
-2,-2,1,-2,1,1,Indiana County Technology Center,www.ictc.edu
-2,-2,1,-2,1,1,Northern Tier Career Center,www.ntccschool.org
-2,-2,1,-2,1,0,Clarion County Career Center Practical Nursing Program,www.clarioncte.org
-2,-2,1,-2,1,1,Hazleton Area Career Center,www.hasdk12.org
-2,-2,1,-2,3,1,All-State Career School-Pittsburgh,www.allstatecareer.edu/pitt.php
-2,-2,1,-2,3,0,Colegio Tecnologico y Comercial de Puerto Rico,https://ctcpr.edu
-2,-2,1,-2,3,1,Quality Technical and Beauty College,www.qualitytechbeautycollege.com/net-price-calculator.html
-2,-2,1,-2,3,1,D'Mart Institute,www.dmartpr.com
-2,-2,1,-2,3,1,Automeca Technical College-Aguadilla,www.automeca.com
10,4,2,1,3,1,Fortis Institute-Cookeville,www.fortis.edu
11,2,2,1,3,1,North Central Institute,www.nci.edu
-2,-2,1,-2,3,1,Pipo Academy of Hair Design,www.pipoacademy.com
-2,-2,1,-2,3,1,Tint School of Makeup and Cosmetology-Dallas,www.tintschoolofmakeupandcosmetology.com
-2,-2,1,-2,1,1,United Technical Center,unitedtechnicalcenterwv.com
-2,-2,1,-2,1,1,Charles H McCann Technical School,www.mccanntech.org
-2,-2,1,-2,3,1,Central California School of Continuing Education,ccsce.org
-2,-2,1,-2,3,1,Mercy Hospital School of Practical Nursing-Plantation General Hospital,mercymiami.com/professionals/school-of-practical-nursing
-2,-2,1,-2,1,1,Marion Technical College,www.MarionTC.edu
-2,-2,1,-2,3,1,Rivertown School of Beauty Barber Skin Care and Nails,rivertownschoolofbeauty.com
11,3,2,1,3,1,Atlanta Institute of Music and Media,aimm.edu
-2,-2,1,-2,3,1,Illinois Media School,www.beonair.com/lombard
-2,-2,1,-2,3,1,New Dimensions School of Hair Design,newdimensionsschoolofhairdesign.com
-2,-2,1,-2,1,0,Forbes Road Career and Technology Center,www.forbesroad.com
12,4,2,1,3,1,Jna Institute of Culinary Arts,www.culinaryarts.edu
-2,-2,1,-2,3,0,Cortiva Institute-Seattle,www.cortiva.com/seattle
-2,-2,1,-2,1,1,Putnam Career and Technical Center,www.pctc.edu/
-2,-2,0,-2,1,1,Crawford County Career and Technical Center Practical Nursing Program,www.crawfordctc.org
-2,-2,1,-2,3,1,Texas College of Cosmetology-San Angelo,www.texascollegecosmetology.com
-2,-2,1,-2,3,0,Beauty Schools of America-Hialeah,www.bsa.edu
-2,-2,1,-2,3,1,Automeca Technical College-Bayamon,www.automeca.com
-2,-2,1,-2,3,1,Automeca Technical College-Caguas,www.automeca.com
-2,-2,1,-2,3,1,Automeca Technical College-Ponce,www.automeca.com
26,6,3,6,3,1,Centura College-Chesapeake,www.centuracollege.edu
20,11,4,6,3,1,University of Phoenix-Hawaii,www.phoenix.edu
-2,-2,1,-2,3,0,Cortiva Institute-Miami,www.steinered.com/
-2,-2,1,-2,3,1,Prism Career Institute-Cherry Hill,prismcareerinstitute.edu
26,0,4,18,2,1,Southwest College of Naturopathic Medicine & Health Sciences,www.scnm.edu
-2,-2,1,-2,3,1,Escuela de Peritos Electricistas de Isabela Inc,www.epei.edu
24,15,3,8,2,1,Yeshiva D'monsey Rabbinical College,https://yeshivadmonsey.com
-2,-2,1,-2,3,1,Lincoln Technical Institute-Mahwah,www.lincolntech.edu/campus/mahwah-nj
10,4,2,1,3,1,Career Technical Institute,www.careertechnical.edu
3,1,2,4,1,1,Northwest Vista College,alamo.edu/nvc/
8,1,2,2,1,1,Oconee Fall Line Technical College,www.oftc.edu
5,1,2,2,1,1,York County Community College,www.yccc.edu
-2,-2,1,-2,1,1,Northeast Technology Center-Afton,www.netech.edu
-2,-2,1,-2,1,1,Western Suffolk BOCES,www.wilsontech.org/
5,2,2,2,1,1,Arkansas State University-Mountain Home,www.asumh.edu
3,2,2,1,1,1,Columbia Gorge Community College,www.cgcc.edu
18,13,4,13,1,1,Arizona State University-Polytechnic,www.asu.edu/
-2,-2,1,-2,3,1,Colleen O'Haras Beauty Academy,colleenoharasbeautyacademy.edu
24,0,4,18,2,1,Bakke Graduate University,https://www.bgu.edu
3,3,2,1,1,1,Tillamook Bay Community College,tillamookbaycc.edu/
-2,-2,1,-2,2,1,Manhattan School of Computer Technology,www.manhattanschool.edu
10,3,2,1,3,1,Ross College-Hopkinsville,www.rosseducation.edu
-2,-2,1,-2,3,1,Paul Mitchell the School-St. George,paulmitchell.edu/stgeorge
-2,-2,1,-2,3,1,Cadillac Institute of Cosmetology,instituteofcos.com
10,4,2,2,3,1,Arizona College-Glendale,www.arizonacollege.edu
-2,-2,1,-2,1,1,Vanguard-Sentinel Adult Career and Technology Center,www.vsctc.org
-2,-2,1,-2,3,1,House of Heavilin Beauty College-Raymore,kc-hair.com
22,10,3,7,3,1,Living Arts College,living-arts-college.edu
